,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid.coordinates.0,building_centroid.coordinates.1,building_centroid.type,closest_shop,cloud_cover,description,geometry.coordinates.0.0.0,geometry.coordinates.0.0.1,geometry.coordinates.0.1.0,geometry.coordinates.0.1.1,geometry.coordinates.0.10.0,geometry.coordinates.0.10.1,geometry.coordinates.0.11.0,geometry.coordinates.0.11.1,geometry.coordinates.0.12.0,geometry.coordinates.0.12.1,geometry.coordinates.0.2.0,geometry.coordinates.0.2.1,geometry.coordinates.0.3.0,geometry.coordinates.0.3.1,geometry.coordinates.0.4.0,geometry.coordinates.0.4.1,geometry.coordinates.0.5.0,geometry.coordinates.0.5.1,geometry.coordinates.0.6.0,geometry.coordinates.0.6.1,geometry.coordinates.0.7.0,geometry.coordinates.0.7.1,geometry.coordinates.0.8.0,geometry.coordinates.0.8.1,geometry.coordinates.0.9.0,geometry.coordinates.0.9.1,geometry.type,height,humidity,name,request_area_bottom_left.coordinates.0,request_area_bottom_left.coordinates.1,request_area_bottom_left.type,request_area_top_right.coordinates.0,request_area_top_right.coordinates.1,request_area_top_right.type,shops_amount,temperature
585,5bd44ae1aef2f0451bff5a4b,2,,67,,1540.0360739403945,Kyiv2,,30.43122119549268,50.45817693966773,Point,131,0.54,,30.430917600000004,50.458386100000006,30.431001600000002,50.4583739,30.431527399999997,50.4579365,30.431287199999996,50.4579711,30.4313903,50.458260700000004,30.431010999999998,50.4584005,30.431189399999997,50.458374799999994,30.431177299999998,50.458340899999996,30.431407,50.4583078,30.4314113,50.4583199,30.4315977,50.458293,30.431586600000003,50.4582617,30.4316404,50.458253899999995,Polygon,30.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
519,5bd44ae1aef2f0451bff5a09,64,,67,,729.0638816926945,Kyiv2,,30.432669980864734,50.4573068672189,Point,219,0.54,,30.432406,50.457240399999996,30.4324779,50.457412700000006,,,,,,,30.4326451,50.457384399999995,30.432672600000004,50.4574503,30.4328665,50.4574175,30.432839,50.4573516,30.432904100000002,50.4573406,30.4328322,50.4571683,30.432406,50.457240399999996,,,Polygon,6.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
575,5bd44ae1aef2f0451bff5a41,,,67,,533.9131149803742,Kyiv2,,30.428021581583003,50.45889118499258,Point,204,0.54,,30.427769800000004,50.459003100000004,30.4279803,50.4590719,,,,,,,30.428250800000004,50.4587363,30.428109499999998,50.4586901,30.427909999999997,50.458937799999994,30.4278407,50.4589151,30.427769800000004,50.459003100000004,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,4.0,8.66
624,5bd44ae1aef2f0451bff5a72,,,67,,109.3160360781439,Kyiv2,,30.43207478526709,50.463215116336315,Point,84,0.54,,30.4321225,50.4632786,30.4321418,50.4631592,,,,,,,30.432027,50.463151700000004,30.432007799999997,50.463271,30.432036600000004,50.4632729,30.4321225,50.4632786,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
508,5bd44ae1aef2f0451bff59fe,,,73,,1496.0333954237258,Kyiv2,,30.422047084186048,50.45721601013741,Point,340,0.54,,30.422011100000002,50.4571922,30.4219771,50.457109,,,,,,,30.4213453,50.457213700000004,30.421398699999997,50.4573441,30.421972999999998,50.4572489,30.422008,50.4573346,30.422743199999996,50.45721279999999,30.422688899999997,50.4570799,30.422011100000002,50.4571922,,,Polygon,12.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
498,5bd44ae1aef2f0451bff59f4,12,,67,,1844.9197486357214,Kyiv2,apartments,30.434282852222978,50.463000571752254,Point,189,0.54,,30.433278899999998,50.4630727,30.4332749,50.46295670000001,,,,,,,30.434950800000003,50.4629331,30.435286600000005,50.4629285,30.435290600000002,50.4630445,30.433278899999998,50.4630727,,,,,,,,,Polygon,18.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
570,5bd44ae1aef2f0451bff5a3c,70,Перемоги проспект,67,,1044.6394726256826,Kyiv2,apartments,30.428156649999995,50.45776065,Point,216,0.54,,30.427564,50.457912,30.4287903,50.457710399999996,,,,,,,30.428749300000003,50.4576093,30.427522999999997,50.4578109,30.427564,50.457912,,,,,,,,,,,Polygon,30.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,4.0,8.66
491,5bd44ae1aef2f0451bff59ed,5,Артилерійський провулок,73,,825.0192226443594,Kyiv2,,30.423349700000006,50.4606352,Point,310,0.54,,30.4230711,50.4603068,30.4232023,50.460274,,,,,,,30.4236283,50.4609636,30.423497100000002,50.4609964,30.4230711,50.4603068,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
591,5bd44ae1aef2f0451bff5a51,,,67,,127.5697069659356,Kyiv2,,30.432659099999995,50.456306100000006,Point,273,0.54,,30.4325669,50.4563579,30.4327776,50.4563271,,,,,,,30.432751300000003,50.4562543,30.432540600000003,50.4562851,30.4325669,50.4563579,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
510,5bd44ae1aef2f0451bff5a00,76,Перемоги проспект,73,,590.3530565803425,Kyiv2,apartments,30.42591292761079,50.45825631762946,Point,198,0.54,,30.425532,50.45826629999999,30.4255747,50.4583645,,,,,,,30.4262968,50.458244,30.426256,50.4581489,30.425868800000003,50.458211999999996,30.425532,50.45826629999999,,,,,,,,,Polygon,18.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,4.0,8.64
603,5bd44ae1aef2f0451bff5a5d,,,73,,163.13767551584624,Kyiv2,retail,30.422769145404075,50.459510308479366,Point,123,0.54,,30.4228164,50.459439,30.422732899999996,50.4594149,,,,,,,30.4226499,50.4595314,30.422856699999997,50.459591100000004,30.4228995,50.4595311,30.4227761,50.459495399999994,30.4228164,50.459439,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
555,5bd44ae1aef2f0451bff5a2d,,,67,,673.7841929267095,Kyiv2,,30.430118344441155,50.46036337473922,Point,407,0.54,,30.429744699999997,50.4603497,30.430328399999997,50.460553499999996,30.429953899999997,50.4603684,30.4299941,50.4603217,30.429820899999996,50.460261200000005,30.4303723,50.460502500000004,30.4302595,50.46046320000001,30.4303968,50.4603039,30.430085899999998,50.460195299999995,30.4300213,50.4602703,30.430164299999998,50.4603203,30.4302386,50.460346200000004,30.430158000000002,50.4604397,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,4.0,8.66
627,5bd44ae1aef2f0451bff5a75,,,67,,74.73861328385475,Kyiv2,,30.428266682212637,50.461836499118135,Point,441,0.54,,30.4283458,50.461815,30.428236699999996,50.4617864,,,,,,,30.4282054,50.4618349,30.428186600000004,50.46183,30.428173600000004,50.4618501,30.428313300000003,50.46188660000001,30.428326300000002,50.4618666,30.428314399999998,50.4618635,30.4283458,50.461815,,,Polygon,6.0,0.74,ТП-5180,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
492,5bd44ae1aef2f0451bff59ee,44,Табірна вулиця,73,,883.6678777895979,Kyiv2,apartments,30.422626006190658,50.45979844185121,Point,144,0.54,,30.422152299999997,50.4597266,30.422227799999998,50.45962,,,,,,,30.423099600000004,50.459870200000005,30.423024100000003,50.459976899999994,30.422152299999997,50.4597266,,,,,,,,,,,Polygon,18.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
533,5bd44ae1aef2f0451bff5a17,1а,,73,,912.4994786509566,Kyiv2,,30.421853964148248,50.46088375137651,Point,302,0.54,,30.421580100000003,50.4607291,30.421854600000003,50.4606542,30.4218438,50.4609798,30.4217636,50.461001700000004,30.421653399999997,50.460837899999994,30.421902000000003,50.4607245,30.4217598,50.460763299999996,30.4217772,50.46078920000001,30.421867,50.460764700000006,30.4219185,50.4608411,30.421989399999998,50.4608218,30.4221413,50.4610474,30.4219284,50.4611055,Polygon,30.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
613,5bd44ae1aef2f0451bff5a67,,,73,,253.52573772769887,Kyiv2,,30.421521447854232,50.46308424726839,Point,687,0.54,,30.4213656,50.463015999999996,30.421492800000003,50.462978299999996,30.4213656,50.463015999999996,,,,,30.4215836,50.463102299999996,30.4217082,50.4630653,30.421738300000005,50.463106599999996,30.4215066,50.4631752,30.4214835,50.4631438,30.4214432,50.4631557,30.4214122,50.4631134,30.4214325,50.4631074,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,0.0,8.64
615,5bd44ae1aef2f0451bff5a69,1б,Авіаконструктора Ігоря Сікорського вулиця,67,,881.322480235993,Kyiv2,apartments,30.431607188590075,50.46273274935122,Point,128,0.54,,30.4317847,50.4628691,30.431782199999997,50.462796000000004,30.4314325,50.4625961,30.4314338,50.462633700000005,30.4314091,50.4626341,30.431804999999997,50.46279570000001,30.4317994,50.4626349,30.4317765,50.4626352,30.431775,50.46259129999999,30.431717300000003,50.4625921,30.431716700000003,50.4625748,30.4315076,50.4625777,30.4315082,50.462595,Polygon,75.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
634,5bd44ae1aef2f0451bff5a7c,,,67,,177.22482847494857,Kyiv2,,30.430212799999996,50.46175685,Point,276,0.54,,30.4303221,50.4618241,30.4302227,50.46166029999999,,,,,,,30.430103499999998,50.4616896,30.430202899999998,50.461853399999995,30.4303221,50.4618241,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
633,5bd44ae1aef2f0451bff5a7b,,,67,,101.08351476885055,Kyiv2,,30.43057035,50.46175025,Point,239,0.54,,30.430522999999997,50.4618179,30.430681,50.4617273,,,,,,,30.430617699999996,50.4616826,30.4304597,50.4617732,30.430522999999997,50.4618179,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
610,5bd44ae1aef2f0451bff5a64,,,67,,349.14799634512764,Kyiv2,,30.427758147346697,50.46174402326039,Point,404,0.54,,30.4275288,50.4617486,30.4277391,50.4618046,,,,,,,30.427752899999998,50.461783600000004,30.4278657,50.46181370000001,30.427983,50.4618238,30.4280184,50.46177,30.427921500000004,50.461744200000005,30.4279282,50.461734,30.427596500000003,50.4616456,30.4275288,50.4617486,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.66
563,5bd44ae1aef2f0451bff5a35,,,67,,666.3069843566917,Kyiv2,,30.429279450000006,50.45906485,Point,200,0.54,,30.4289522,50.4589835,30.4294869,50.4592453,,,,,,,30.429606699999997,50.459146200000006,30.429071999999998,50.458884399999995,30.4289522,50.4589835,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
645,5bd44ae1aef2f0451bff5a87,,,67,,22.591826994795923,Kyiv2,,30.42934101341018,50.460475213002155,Point,351,0.54,,30.429298499999998,50.460491499999996,30.429350699999997,50.460505600000005,,,,,,,30.429382699999998,50.4604583,30.4293326,50.4604448,30.429298499999998,50.460491499999996,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
523,5bd44ae1aef2f0451bff5a0d,,,73,,1232.3815446997178,Kyiv2,,30.42387950689823,50.4563583654344,Point,461,0.54,,30.423390700000002,50.456512100000005,30.424424300000002,50.4563466,,,,,,,30.424368199999996,50.45620460000001,30.4233346,50.4563702,30.423390700000002,50.456512100000005,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.64
617,5bd44ae1aef2f0451bff5a6b,1в,Авіаконструктора Ігоря Сікорського вулиця,67,,349.84322911883964,Kyiv2,,30.431982213712477,50.46315933200788,Point,97,0.54,,30.4321418,50.4631592,30.4321781,50.46316160000001,30.4318527,50.4632336,30.431888399999995,50.463257500000005,30.4319342,50.463273,30.4321902,50.4630869,30.4320036,50.463074600000006,30.4319512,50.463076799999996,30.431903000000002,50.463088899999995,30.431863399999997,50.4631103,30.431836600000004,50.4631385,30.431825399999997,50.4631708,30.4318309,50.4632036,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
583,5bd44ae1aef2f0451bff5a49,,,67,,1352.2949438837675,Kyiv2,,30.429025432812985,50.45653722065683,Point,223,0.54,,30.4285686,50.45670689999999,30.4295136,50.4565485,30.4286057,50.4565201,30.4284988,50.456538,30.4285686,50.45670689999999,30.4294239,50.4563316,30.429257,50.4563596,30.429285399999998,50.4564282,30.428986300000002,50.4564783,30.428965899999998,50.4564289,30.428824100000003,50.4564527,30.428845799999998,50.4565051,30.428615399999998,50.456543700000005,Polygon,12.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
639,5bd44ae1aef2f0451bff5a81,,,67,,132.45632936002278,Kyiv2,,30.43007335118225,50.456603733011,Point,132,0.54,,30.430220799999997,50.4565544,30.4299068,50.456602600000004,,,,,,,30.429926000000002,50.456653100000004,30.43024,50.456604799999994,30.430220799999997,50.4565544,,,,,,,,,,,Polygon,6.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
573,5bd44ae1aef2f0451bff5a3f,,,67,,226.97805004979267,Kyiv2,,30.429348152926774,50.45867357057793,Point,137,0.54,,30.4291337,50.4586103,30.429470199999997,50.4587783,,,,,,,30.429549600000005,50.458713700000004,30.429433399999997,50.4586557,30.4294115,50.458673499999996,30.4291913,50.4585636,30.4291337,50.4586103,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
588,5bd44ae1aef2f0451bff5a4e,2а,,67,,4738.413151786085,Kyiv2,,30.43440573826849,50.455588169089786,Point,504,0.54,,30.4336584,50.4558327,30.4336043,50.4558419,30.4351529,50.455274700000004,30.433539399999997,50.4555487,30.4336584,50.4558327,30.4336413,50.4559303,30.433796,50.455904,30.433778000000004,50.455861,30.4343092,50.455770799999996,30.4343282,50.4558161,30.434836600000004,50.45572979999999,30.434814399999997,50.4556768,30.435287699999996,50.4555964,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,0.0,8.66
630,5bd44ae1aef2f0451bff5a78,,,73,,23.19834279026074,Kyiv2,,30.424016106615877,50.4613658158966,Point,420,0.54,,30.4240655,50.4613601,30.4240279,50.4613347,,,,,,,30.4239667,50.4613716,30.4240043,50.4613969,30.4240655,50.4613601,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
654,5bd44ae1aef2f0451bff5a90,,,67,,4415.769981190894,Kyiv2,,30.434107533333336,50.45575336666666,Point,461,0.54,,30.4356933,50.455665100000004,30.433404499999998,50.456027500000005,,,,,,,30.4332248,50.4555675,30.4356933,50.455665100000004,,,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.66
569,5bd44ae1aef2f0451bff5a3b,68а,,67,,454.9415719054022,Kyiv2,,30.429446085992073,50.45803697007818,Point,68,0.54,,30.4292923,50.457892,30.4294356,50.4582136,,,,,,,30.429600399999995,50.458183899999995,30.429455400000002,50.4578585,30.4292923,50.457892,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
560,5bd44ae1aef2f0451bff5a32,51,,67,,4401.850898678298,Kyiv2,,30.4283949765269,50.459873205143715,Point,215,0.54,,30.427145799999998,50.459724200000004,30.4284402,50.460125899999994,30.429168699999998,50.459881599999996,30.4290389,50.4598414,30.429079499999997,50.459788399999994,30.4285094,50.4600355,30.4289792,50.460181299999995,30.429069199999997,50.4600638,30.4289143,50.4600157,30.4289948,50.4599105,30.429506699999997,50.460069299999994,30.429668100000004,50.459858600000004,30.4292788,50.4597378,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
558,5bd44ae1aef2f0451bff5a30,62/1,,67,,500.9929429169873,Kyiv2,apartments,30.43313155893259,50.457287769736425,Point,271,0.54,,30.4329415,50.4571697,30.4329609,50.45722070000001,30.433318,50.4573473,30.433274199999996,50.4572321,30.4332168,50.457240899999995,30.4329082,50.457228799999996,30.4329316,50.4572903,30.4330358,50.4572742,30.433080199999996,50.4573912,30.4331417,50.457381700000006,30.433163500000003,50.4574391,30.4332958,50.457418700000005,30.4332714,50.4573545,Polygon,45.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
631,5bd44ae1aef2f0451bff5a79,,,73,,52.68904938336118,Kyiv2,shed,30.4214374,50.4602749,Point,200,0.54,,30.4215196,50.460269399999994,30.421378000000004,50.4602383,,,,,,,30.421355199999997,50.4602804,30.4214968,50.460311499999996,30.4215196,50.460269399999994,,,,,,,,,,,Polygon,6.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
495,5bd44ae1aef2f0451bff59f1,1,,73,,854.2626569681378,Kyiv2,,30.422068101179647,50.46027706302214,Point,198,0.54,,30.4222206,50.460641100000004,30.4217815,50.4599475,,,,,,,30.4219157,50.4599131,30.422354700000003,50.46060670000001,30.4222206,50.460641100000004,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
524,5bd44ae1aef2f0451bff5a0e,4а,,67,,523.2844382475031,Kyiv2,,30.429159097814146,50.455977481260405,Point,280,0.54,,30.429131899999994,50.4561591,30.4293188,50.456128899999996,,,,,,,30.4291863,50.4557959,30.428999400000002,50.455826,30.429131899999994,50.4561591,,,,,,,,,,,Polygon,12.0,0.74,Штаб військової частини,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
554,5bd44ae1aef2f0451bff5a2c,,,67,,2312.962492104556,Kyiv2,school,30.431777531208805,50.45937827660238,Point,303,0.54,,30.4320238,50.4593974,30.432121000000002,50.4596458,30.4315242,50.4597516,30.4317185,50.4597208,30.4316172,50.45946179999999,30.432298,50.4596178,30.432064299999997,50.459020100000004,30.4318872,50.459048100000004,30.4319778,50.4592798,30.4315653,50.4593452,30.4314636,50.459085200000004,30.431275300000003,50.459115000000004,30.4313998,50.4594333,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
525,5bd44ae1aef2f0451bff5a0f,32,Табірна вулиця,67,,1639.049925974242,Kyiv2,,30.42851821758694,50.461188738822344,Point,360,0.54,,30.4281086,50.460966799999994,30.4280787,50.461009000000004,30.4283606,50.4612292,30.428462699999997,50.4612583,30.428428600000004,50.4613065,30.4279767,50.4609797,30.427953499999997,50.4610124,30.428000800000003,50.461026000000004,30.4279863,50.4610465,30.427975699999998,50.4610434,30.427938800000003,50.4610955,30.428117999999998,50.461147,30.428111600000005,50.4611572,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
494,5bd44ae1aef2f0451bff59f0,11,Артилерійський провулок,73,,761.7062491252393,Kyiv2,resodential,30.425799510803994,50.46124608673618,Point,304,0.54,,30.426016399999998,50.46149929999999,30.4258554,50.461529999999996,,,,,,,30.425581899999997,50.46100070000001,30.4257482,50.4609631,30.426016399999998,50.46149929999999,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
509,5bd44ae1aef2f0451bff59ff,12,,73,,1485.3280118770624,Kyiv2,,30.4248775196093,50.45593594862911,Point,531,0.54,,30.4245091,50.4561076,30.4253285,50.455981,,,,,,,30.425246,50.4557643,30.424426500000003,50.4558909,30.4245091,50.4561076,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,0.0,8.64
584,5bd44ae1aef2f0451bff5a4a,,,67,,639.4249492950933,Kyiv2,,30.427632800000005,50.45676830000001,Point,348,0.54,,30.4273814,50.4567188,30.4274617,50.4568956,,,,,,,30.4278842,50.456817799999996,30.4278039,50.456641,30.4273814,50.4567188,,,,,,,,,,,Polygon,6.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
609,5bd44ae1aef2f0451bff5a63,,,73,,100.60496854180002,Kyiv2,roof,30.424409872965693,50.46174612028314,Point,447,0.54,,30.4245077,50.4618043,30.4243726,50.4617678,,,,,,,30.4243809,50.4617554,30.4242668,50.4617245,30.424291200000003,50.461687899999994,30.424540399999998,50.4617554,30.4245077,50.4618043,,,,,,,Polygon,6.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
507,5bd44ae1aef2f0451bff59fd,55,,73,,756.4298920746887,Kyiv2,apartments,30.42424220035779,50.458883551560056,Point,34,0.54,,30.424587100000004,50.4590455,30.424660999999997,50.4589414,,,,,,,30.423897399999998,50.458721600000004,30.4238234,50.458825700000006,30.424081800000003,50.4589001,30.424587100000004,50.4590455,,,,,,,,,Polygon,18.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
489,5bd44ae1aef2f0451bff59eb,,,73,fuel,253.5320466905133,Kyiv2,roof,30.42619322830196,50.45985855231224,Point,62,0.54,,30.4262914,50.4599466,30.426022399999997,50.4598674,,,,,,,30.4260935,50.4597689,30.426367499999998,50.4598529,30.4262914,50.4599466,,,,,,,,,,,Polygon,15.0,0.75,amic,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
565,5bd44ae1aef2f0451bff5a37,,,67,,169.41043202719678,Kyiv2,,30.4292886,50.45951435,Point,273,0.54,,30.429091399999997,50.459476,30.4294458,50.459599299999994,,,,,,,30.429485800000002,50.4595527,30.429131400000003,50.4594294,30.429091399999997,50.459476,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
596,5bd44ae1aef2f0451bff5a56,,,67,,1379.9832465642478,Kyiv2,,30.43270322172678,50.455499019334546,Point,379,0.54,,30.4324249,50.455133399999994,30.4324672,50.4552451,,,,,,,30.4325021,50.45523970000001,30.432768300000003,50.4559425,30.4329589,50.455913200000005,30.4326853,50.4551909,30.43275,50.455181,30.432715100000003,50.4550889,30.4324249,50.455133399999994,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.66
640,5bd44ae1aef2f0451bff5a82,,,67,,1379.0158592596524,Kyiv2,,30.426328058002923,50.455666297311055,Point,559,0.54,,30.427012899999994,50.455739,30.425704,50.4554726,,,,,,,30.425643199999996,50.4555936,30.4269522,50.455859999999994,30.427012899999994,50.455739,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,0.0,8.66
504,5bd44ae1aef2f0451bff59fa,,,73,,831.1687246638679,Kyiv2,,30.42191635277893,50.45586366947523,Point,575,0.54,,30.422108500000004,50.4560579,30.421962,50.455636,,,,,,,30.421724199999996,50.4556695,30.4218707,50.4560913,30.422108500000004,50.4560579,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,0.0,8.64
658,5bd44ae1aef2f0451bff5a94,,,67,,4415.769981190894,Kyiv2,,30.434107533333336,50.45575336666666,Point,461,0.54,,30.4356933,50.455665100000004,30.433404499999998,50.456027500000005,,,,,,,30.4332248,50.4555675,30.4356933,50.455665100000004,,,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.66
614,5bd44ae1aef2f0451bff5a68,1,Авіаконструктора Ігоря Сікорського вулиця,67,,3215.873137435357,Kyiv2,apartments,30.432412732360238,50.46249554789977,Point,34,0.54,,30.4325062,50.462225,30.431622100000002,50.4619559,30.432149199999998,50.462286299999995,30.4322788,50.462325799999995,30.432298499999998,50.4623671,30.431518199999996,50.4620943,30.4316261,50.462127100000004,30.4316088,50.4621501,30.4317189,50.462183700000004,30.431736199999996,50.462160600000004,30.432032899999996,50.462250899999994,30.4320106,50.4622805,30.432127,50.4623159,Polygon,75.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.66
653,5bd44ae1aef2f0451bff5a8f,,,67,,161.38428098643845,Kyiv2,,30.43324196666667,50.45542926666667,Point,426,0.54,,30.4332248,50.4555675,30.433325300000003,50.4555516,,,,,,,30.433175800000004,50.4551687,30.4332248,50.4555675,,,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,1.0,8.66
493,5bd44ae1aef2f0451bff59ef,5б,,73,,1020.9912567592304,Kyiv2,,30.423443423622444,50.4614769397077,Point,444,0.54,,30.4228941,50.46139,30.4229657,50.4612837,,,,,,,30.423992600000002,50.4615638,30.4239211,50.46167020000001,30.4228941,50.46139,,,,,,,,,,,Polygon,30.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
567,5bd44ae1aef2f0451bff5a39,,,67,,210.89575110396785,Kyiv2,,30.428444700000004,50.4588286,Point,227,0.54,,30.428269699999998,50.4588213,30.428565000000003,50.4589099,,,,,,,30.4286197,50.4588359,30.4283244,50.4587473,30.428269699999998,50.4588213,,,,,,,,,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,4.0,8.66
505,5bd44ae1aef2f0451bff59fb,55/2,,73,,1819.897289146802,Kyiv2,,30.424059549999992,50.45739055,Point,280,0.54,,30.4247678,50.4571984,30.4232929,50.4574359,,,,,,,30.423351300000004,50.4575827,30.4248262,50.457345200000006,30.4247678,50.4571984,,,,,,,,,,,Polygon,15.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,3.0,8.64
577,5bd44ae1aef2f0451bff5a43,,,67,,1470.1349804344384,Kyiv2,,30.43226637351408,50.458800763957434,Point,280,0.54,,30.4320875,50.458689299999996,30.432197100000003,50.45896389999999,,,,,,,30.432270000000003,50.458952200000006,30.432436100000004,50.4593686,30.4325721,50.4593466,30.432136800000002,50.458255,30.431984999999997,50.458279499999996,30.4321447,50.4586801,30.4320875,50.458689299999996,,,Polygon,15.0,0.74,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.66
529,5bd44ae1aef2f0451bff5a13,9а,Артилерійський провулок,73,,1103.0413535944651,Kyiv2,apartments,30.425026068716413,50.461319006436156,Point,348,0.54,,30.424617699999995,50.461295899999996,30.4247512,50.4613341,30.4253195,50.4614832,30.425336100000003,50.461487899999995,30.4253946,50.461405,30.4247422,50.4613468,30.424835499999997,50.4613735,30.4248445,50.461360799999994,30.425101399999996,50.4614342,30.4250904,50.4614498,30.425185600000002,50.461477,30.425196600000003,50.4614614,30.425311600000004,50.4614943,Polygon,36.0,0.75,,30.421228000000003,50.455646,Point,30.433931,50.463733000000005,Point,2.0,8.64
